customer_id,customer_fname,customer_lname,username,password,address,state,city ,pincode
1093,C61,8494,C618494,,West,California,San Mateo,94403
1094,C22,8922,C228922,,West,California,San Mateo,94403
1095,C10,1074,C101074,,West,California,San Mateo,94403
1096,C24,2798,C242798,,East,Massachusetts,North Pembroke,2358
1097,C29,3612,C293612,,East,New Hampshire,Dover,3820
1098,C29,9567,C299567,,East,New Jersey,Elizabeth,7201
1099,C35,2919,C352919,,East,New Jersey,Kearny,7032
1100,C15,2959,C152959,,East,New Jersey,Teaneck,7666
1101,C10,4690,C104690,,East,Vermont,Essex Junction,5451
1102,C28,5884,C285884,,Central,Nebraska,Lincoln,68502
1103,C25,7559,C257559,,Central,Nebraska,Omaha,68104
1104,C26,1635,C261635,,Central,Nebraska,Omaha,68104
1105,C31,6806,C316806,,Central,Nebraska,Omaha,68104
1106,C27,2133,C272133,,Central,Nebraska,Omaha,68104
1107,C11,2446,C112446,,Central,Nebraska,Omaha,68104
1108,C66,6466,C666466,,Central,Nebraska,Omaha,68104
1109,C11,6531,C116531,,West,Nevada,Carson City,89701
1110,C17,1015,C171015,,West,Nevada,Carson City,89701
1111,C48,735,C48735,,West,Nevada,Carson City,89701
1112,C29,819,C29819,,West,Nevada,Carson City,89701
1113,C20,2988,C202988,,West,California,San Ramon,94583
1114,C30,6346,C306346,,West,California,San Ramon,94583
1115,C12,7551,C127551,,West,California,San Ramon,94583
1116,C79,4449,C794449,,West,California,San Ramon,94583
1117,C33,5131,C335131,,West,California,San Ramon,94583
1118,C28,9650,C289650,,West,California,San Ramon,94583
1119,C23,619,C23619,,West,California,Santa Ana,92704
1120,C83,2397,C832397,,West,California,Santa Ana,92704
1121,C27,7384,C277384,,West,California,Santa Ana,92704
1122,C29,6318,C296318,,East,Connecticut,Bristol,6010
1123,C81,3874,C813874,,East,Connecticut,East Hartford,6108
1124,C29,1970,C291970,,East,Maine,Augusta,4330
1125,C52,4507,C524507,,East,Maine,Portland,4101
1126,C23,270,C23270,,East,Maine,Sanford,4073
1127,C30,7870,C307870,,East,Massachusetts,Lunenburg,1462
1128,C29,4623,C294623,,East,Massachusetts,Rockland,2370
1129,C20,5178,C205178,,East,New Jersey,Belleville,7109
1130,C26,4585,C264585,,East,New Jersey,North Bergen,7047
1131,C14,5059,C145059,,East,New Jersey,West Milford,7480
1132,C15,8616,C158616,,Central,Illinois,Tinley Park,60477
1133,C95,5218,C955218,,Central,Illinois,Tinley Park,60477
1134,C71,954,C71954,,Central,Illinois,Tinley Park,60477
1135,C94,7516,C947516,,Central,Illinois,Urbana,61801
1136,C30,5734,C305734,,Central,Illinois,Urbana,61801
1137,C53,9840,C539840,,Central,Nebraska,Norfolk,68701
1138,C25,1005,C251005,,Central,Nebraska,Norfolk,68701
1139,C13,6395,C136395,,Central,Nebraska,Norfolk,68701
1140,C89,8202,C898202,,Central,Nebraska,Norfolk,68701
1141,C32,598,C32598,,Central,Nebraska,Norfolk,68701
1142,C33,9508,C339508,,Central,Nebraska,Norfolk,68701
1143,C33,4518,C334518,,Central,Minnesota,Roseville,55113
1144,C30,7477,C307477,,Central,Minnesota,Roseville,55113
1145,C23,8833,C238833,,Central,Minnesota,Saint Cloud,56301
1146,C13,5301,C135301,,Central,Minnesota,Saint Cloud,56301
1147,C99,3876,C993876,,Central,Minnesota,Saint Cloud,56301
1148,C51,2698,C512698,,Central,Minnesota,Saint Cloud,56301
1149,C61,8730,C618730,,Central,Minnesota,Saint Cloud,56301
1150,C18,7608,C187608,,West,California,Long Beach,90805
1151,C95,5533,C955533,,West,California,Long Beach,90805
1152,C19,5673,C195673,,West,California,Los Altos,94024
1153,C32,7796,C327796,,West,California,Los Altos,94024
1154,C52,4469,C524469,,West,California,Los Altos,94024
1155,C10,5429,C105429,,West,California,Los Altos,94024
1156,C30,4866,C304866,,West,California,Los Altos,94024
1157,C30,4326,C304326,,West,California,Los Altos,94024
1158,C77,3181,C773181,,West,California,Los Altos,94024
1159,C46,7287,C467287,,West,California,Los Banos,93635
1160,C33,9114,C339114,,West,California,Los Banos,93635
1161,C29,9514,C299514,,West,California,Los Banos,93635
1162,C16,3011,C163011,,West,California,Los Banos,93635
1163,C12,118,C12118,,West,California,Los Gatos,95032
1164,C15,7064,C157064,,West,California,Los Gatos,95032
1165,C67,293,C67293,,West,California,Los Gatos,95032
1166,C21,60,C2160,,West,California,Los Gatos,95032
1167,C25,4397,C254397,,West,California,Los Gatos,95032
1168,C28,7355,C287355,,West,California,Los Gatos,95032
1169,C17,5467,C175467,,West,California,Los Gatos,95032
1170,C10,9885,C109885,,West,California,Los Gatos,95032
1171,C11,9723,C119723,,West,California,Manhattan Beach,90266
1172,C83,8257,C838257,,West,California,Manhattan Beach,90266
1173,C84,6690,C846690,,West,California,Manhattan Beach,90266
1174,C18,5502,C185502,,West,California,Manhattan Beach,90266
1175,C17,6854,C176854,,West,California,Manhattan Beach,90266
1176,C18,4727,C184727,,West,California,Manhattan Beach,90266
1177,C55,1975,C551975,,West,California,Manhattan Beach,90266
1178,C31,676,C31676,,East,Connecticut,Norwich,6360
1179,C10,7258,C107258,,East,Maine,Westbrook,4092
1180,C84,5711,C845711,,East,Massachusetts,Danvers,1923
1181,C70,9824,C709824,,East,Massachusetts,Wellesley,2457
1182,C33,9202,C339202,,East,New Hampshire,Merrimack,3054
1183,C16,2162,C162162,,East,New Jersey,Millville,8332
1184,C10,8465,C108465,,East,New Jersey,Newark,7101
1185,C68,2985,C682985,,West,California,West Hollywood,90069
1186,C30,9367,C309367,,West,California,West Hollywood,90069
1187,C21,8573,C218573,,West,California,West Hollywood,90069
1188,C17,5732,C175732,,West,California,West Hollywood,90069
1189,C10,3461,C103461,,West,California,West Hollywood,90069
1190,C24,9679,C249679,,West,California,West Hollywood,90069
1191,C17,8845,C178845,,West,California,Westminster,92683
1192,C17,7475,C177475,,West,California,Westminster,92683
1193,C26,7852,C267852,,West,California,Westminster,92683
1194,C19,4974,C194974,,West,California,Westminster,92683
1195,C12,8277,C128277,,West,California,Whittier,90604
1196,C50,2572,C502572,,West,California,Whittier,90604
1197,C33,7111,C337111,,East,Massachusetts,Bellingham,2019
1198,C24,3037,C243037,,East,Massachusetts,Beverly,1915
1199,C33,4686,C334686,,East,Massachusetts,Hanson,2341
1200,C26,5568,C265568,,East,New Jersey,Hawthorne,7506
1201,C33,5904,C335904,,East,New Jersey,Trenton,8601
1202,C11,9157,C119157,,South,Georgia,Atlanta,30318
1203,C55,9217,C559217,,South,Georgia,Atlanta,30318
1204,C28,866,C28866,,South,Georgia,Atlanta,30318
1205,C57,4590,C574590,,South,Georgia,Atlanta,30318
1206,C91,9190,C919190,,South,Georgia,Atlanta,30318
1207,C18,5049,C185049,,South,Georgia,Atlanta,30318
1208,C29,5880,C295880,,East,Maryland,Randallstown,21133
1209,C24,5681,C245681,,East,Maryland,Randallstown,21133
1210,C31,6015,C316015,,East,Maryland,Randallstown,21133
1211,C11,1244,C111244,,East,Maryland,Randallstown,21133
1212,C71,6683,C716683,,East,Maryland,Randallstown,21133
1213,C20,1036,C201036,,East,Maryland,Randallstown,21133
1214,C13,6714,C136714,,East,Maine,Portland,4101
1215,C31,969,C31969,,East,Maine,Sanford,4073
1216,C75,93,C7593,,East,Massachusetts,North Andover,1845
1217,C52,1028,C521028,,East,Massachusetts,North Andover,1845
1218,C31,1482,C311482,,South,Mississippi,Vicksburg,39180
1219,C12,2157,C122157,,South,Mississippi,Vicksburg,39180
1220,C36,9937,C369937,,South,Mississippi,Vicksburg,39180
1221,C22,8472,C228472,,East,New York,New York City,10177
1222,C20,9723,C209723,,East,New York,New York City,10177
1223,C16,421,C16421,,East,New York,New York City,10177
1224,C16,2397,C162397,,East,New York,New York City,10177
1225,C94,481,C94481,,East,New York,New York City,10177
1226,C31,4546,C314546,,East,New York,New York City,10177
1227,C27,1866,C271866,,East,New York,New York City,10177
1228,C16,4577,C164577,,East,New York,New York City,10177
1229,C24,837,C24837,,East,New York,New York City,10177
1230,C15,9771,C159771,,East,New York,New York City,10177
1231,C12,6598,C126598,,East,New York,West Babylon,11704
1232,C88,2358,C882358,,East,New York,West Babylon,11704
1233,C18,9942,C189942,,East,New York,West Babylon,11704
1234,C18,7110,C187110,,East,New York,West Babylon,11704
1235,C38,8552,C388552,,East,New York,West Babylon,11704
1236,C11,267,C11267,,East,New York,West Islip,11795
1237,C17,6312,C176312,,East,New York,West Islip,11795
1238,C86,3183,C863183,,Central,Illinois,Orland Park,60462
1239,C29,4679,C294679,,Central,Illinois,Orland Park,60462
1240,C53,9974,C539974,,Central,Illinois,Oswego,60543
1241,C31,7223,C317223,,Central,Illinois,Oswego,60543
1242,C20,8844,C208844,,Central,Illinois,Oswego,60543
1243,C13,720,C13720,,Central,Illinois,Oswego,60543
1244,C25,6755,C256755,,Central,Illinois,Oswego,60543
1245,C22,2250,C222250,,Central,Illinois,Oswego,60543
1246,C46,1133,C461133,,West,California,Fresno,93727
1247,C20,881,C20881,,West,California,Fresno,93727
1248,C16,4916,C164916,,West,California,Fresno,93727
1249,C14,3944,C143944,,West,California,Gilroy,95020
1250,C18,4428,C184428,,West,California,Gilroy,95020
1251,C22,9001,C229001,,West,California,Gilroy,95020
1252,C19,7522,C197522,,West,California,Gilroy,95020
1253,C29,9443,C299443,,West,California,Gilroy,95020
1254,C15,1752,C151752,,East,Maine,Sanford,4073
1255,C58,2235,C582235,,East,Maine,South Portland,4106
1256,C12,8660,C128660,,East,Massachusetts,Norwood,2062
1257,C21,2483,C212483,,East,New Jersey,Montclair,7042
1258,C52,3660,C523660,,East,New York,New York City,10154
1259,C43,2354,C432354,,East,New York,New York City,10154
1260,C18,3706,C183706,,East,New York,New York City,10154
1261,C21,1766,C211766,,East,New York,New York City,10154
1262,C27,1297,C271297,,East,New York,New York City,10154
1263,C30,7855,C307855,,East,New York,New York City,10154
1264,C13,682,C13682,,East,New York,New York City,10154
1265,C10,5423,C105423,,East,New York,New York City,10154
1266,C19,3454,C193454,,East,New York,New York City,10154
1267,C17,711,C17711,,East,New York,New York City,10154
1268,C39,9735,C399735,,East,New York,New York City,10154
1269,C33,736,C33736,,South,Virginia,Rose Hill,24281
1270,C20,345,C20345,,South,Virginia,Rose Hill,24281
1271,C10,1897,C101897,,South,Virginia,Rose Hill,24281
1272,C10,6311,C106311,,West,Washington,Seatac,98158
1273,C33,4601,C334601,,West,Washington,Seatac,98158
1274,C29,4370,C294370,,West,Washington,Seattle,98115
1275,C18,9027,C189027,,West,Washington,Seattle,98115
1276,C27,8541,C278541,,West,Washington,Seattle,98115
1277,C27,4501,C274501,,West,Washington,Seattle,98115
1278,C22,1164,C221164,,West,Washington,Seattle,98115
1279,C26,60,C2660,,West,Washington,Seattle,98115
1280,C29,5466,C295466,,South,Tennessee,Morristown,37814
1281,C14,5650,C145650,,South,Tennessee,Morristown,37814
1282,C78,7279,C787279,,South,Tennessee,Murfreesboro,37130
1283,C27,9904,C279904,,South,Tennessee,Murfreesboro,37130
1284,C38,2952,C382952,,South,Tennessee,Murfreesboro,37130
1285,C22,3465,C223465,,South,Tennessee,Murfreesboro,37130
1286,C37,3731,C373731,,West,Utah,Murray,84107
1287,C22,4169,C224169,,West,Utah,Murray,84107
1288,C27,6445,C276445,,West,Utah,Murray,84107
1289,C19,4327,C194327,,West,Utah,Ogden,84404
1290,C23,2136,C232136,,West,Utah,Ogden,84404
1291,C18,6023,C186023,,West,Utah,Ogden,84404
1292,C33,6395,C336395,,West,Utah,Ogden,84404
1293,C18,3611,C183611,,West,Utah,Orem,84057
1294,C42,5857,C425857,,Central,Minnesota,Saint Louis Park,55416
1295,C93,5162,C935162,,Central,Minnesota,Saint Louis Park,55416
1296,C85,8254,C858254,,Central,Minnesota,Saint Louis Park,55416
1297,C28,4961,C284961,,Central,Minnesota,Saint Louis Park,55416
1298,C21,6268,C216268,,Central,Minnesota,Saint Louis Park,55416
1299,C25,7213,C257213,,Central,Indiana,Frankfort,46041
1300,C24,1204,C241204,,Central,Indiana,Frankfort,46041
1301,C18,2933,C182933,,Central,Indiana,Frankfort,46041
1302,C26,1165,C261165,,Central,Kansas,Wichita,67212
1303,C87,6858,C876858,,South,Kentucky,Bowling Green,42104
1304,C21,5484,C215484,,South,Kentucky,Bowling Green,42104
1305,C31,3275,C313275,,South,Kentucky,Bowling Green,42104
1306,C33,4382,C334382,,South,Kentucky,Covington,41011
1307,C12,3988,C123988,,South,Kentucky,Covington,41011
1308,C27,1255,C271255,,South,Kentucky,Covington,41011
1309,C17,6802,C176802,,South,Kentucky,Covington,41011
1310,C32,7424,C327424,,South,Kentucky,Covington,41011
1311,C23,5398,C235398,,West,California,Manteca,95336
1312,C89,2096,C892096,,West,California,Manteca,95336
1313,C32,1209,C321209,,West,California,Manteca,95336
1314,C16,6181,C166181,,West,California,Manteca,95336
1315,C25,5639,C255639,,West,California,Manteca,95336
1316,C20,7215,C207215,,West,California,Manteca,95336
1317,C13,3833,C133833,,East,Maine,Gorham,4038
1318,C17,6572,C176572,,East,Massachusetts,Malden,2148
1319,C17,2351,C172351,,East,New Jersey,Toms River,8753
1320,C10,4728,C104728,,Central,Texas,Mineral Wells,76067
1321,C23,2031,C232031,,Central,Texas,Mineral Wells,76067
1322,C21,848,C21848,,Central,Texas,Mineral Wells,76067
1323,C29,8103,C298103,,Central,Texas,Mineral Wells,76067
1324,C43,1872,C431872,,Central,Texas,Mineral Wells,76067
1325,C48,5668,C485668,,East,Vermont,Colchester,5439
1326,C14,4162,C144162,,East,Vermont,South Burlington,5403
1327,C18,2320,C182320,,Central,Missouri,Clayton,63105
1328,C14,2061,C142061,,Central,Missouri,Clayton,63105
1329,C23,5773,C235773,,Central,Missouri,Clayton,63105
1330,C32,5524,C325524,,East,New York,Brooklyn,11226
1331,C21,4831,C214831,,East,New York,Brooklyn,11226
1332,C11,9219,C119219,,West,Oregon,Portland,97206
1333,C76,1041,C761041,,West,Oregon,Portland,97206
1334,C26,9430,C269430,,West,Oregon,Portland,97206
1335,C11,6921,C116921,,West,Oregon,Portland,97206
1336,C72,1239,C721239,,West,Oregon,Redmond,97756
1337,C50,7725,C507725,,West,Oregon,Redmond,97756
1338,C13,3603,C133603,,West,Oregon,Redmond,97756
1339,C85,5678,C855678,,West,Oregon,Redmond,97756
1340,C29,7669,C297669,,West,Oregon,Redmond,97756
1341,C32,4332,C324332,,South,Tennessee,Farragut,37922
1342,C23,9313,C239313,,South,Tennessee,Farragut,37922
1343,C48,5136,C485136,,South,Tennessee,Farragut,37922
1344,C86,6676,C866676,,South,Tennessee,Farragut,37922
1345,C33,6940,C336940,,South,Tennessee,Farragut,37922
1346,C19,660,C19660,,South,Tennessee,Farragut,37922
1347,C98,6930,C986930,,West,Arizona,Mesa,85204
1348,C73,8384,C738384,,West,Arizona,Mesa,85204
1349,C14,4584,C144584,,West,Arizona,Mesa,85204
1350,C28,3898,C283898,,West,Arizona,Mesa,85204
1351,C23,7664,C237664,,West,Arizona,Mesa,85204
1352,C27,3853,C273853,,West,Arizona,Mesa,85204
1353,C80,7680,C807680,,West,Arizona,Oro Valley,85737
1354,C83,2533,C832533,,East,Pennsylvania,King of Prussia,19406
1355,C20,1574,C201574,,East,Pennsylvania,King of Prussia,19406
1356,C29,2453,C292453,,East,Pennsylvania,King of Prussia,19406
1357,C12,1797,C121797,,West,Utah,Orem,84057
1358,C11,1342,C111342,,West,Utah,Orem,84057
1359,C13,5306,C135306,,West,Utah,Pleasant Grove,84062
1360,C29,5218,C295218,,Central,Missouri,Lees Summit,64064
1361,C19,3441,C193441,,Central,Missouri,Lees Summit,64064
1362,C52,6385,C526385,,Central,Missouri,Maryland Heights,63043
1363,C17,2204,C172204,,Central,Missouri,Maryland Heights,63043
1364,C45,7598,C457598,,Central,Missouri,Maryland Heights,63043
1365,C24,7589,C247589,,Central,Missouri,Maryland Heights,63043
1366,C19,8161,C198161,,Central,Missouri,Maryland Heights,63043
1367,C11,8460,C118460,,South,Virginia,Montclair,22025
1368,C12,1551,C121551,,South,Virginia,Montclair,22025
1369,C11,9297,C119297,,South,Virginia,Montclair,22025
1370,C30,1181,C301181,,Central,Illinois,Urbana,61801
1371,C10,6583,C106583,,Central,Illinois,Urbana,61801
1372,C80,3010,C803010,,Central,Illinois,Urbana,61801
1373,C19,5405,C195405,,Central,Illinois,Urbana,61801
1374,C76,5432,C765432,,Central,Illinois,Vernon Hills,60061
1375,C10,5743,C105743,,Central,Illinois,Vernon Hills,60061
1376,C26,1344,C261344,,Central,Illinois,Vernon Hills,60061
1377,C30,4389,C304389,,Central,Illinois,Vernon Hills,60061
1378,C18,4300,C184300,,Central,Illinois,Vernon Hills,60061
1379,C11,9894,C119894,,Central,Illinois,Vernon Hills,60061
1380,C32,9000,C329000,,Central,Illinois,Vernon Hills,60061
1381,C30,9515,C309515,,West,California,Santa Ana,92704
1382,C12,3711,C123711,,West,California,Santa Ana,92704
1383,C19,3264,C193264,,West,California,Santa Ana,92704
1384,C53,7541,C537541,,West,California,Santa Ana,92704
1385,C47,8916,C478916,,West,California,Santa Barbara,93101
1386,C13,1842,C131842,,West,California,Santa Barbara,93101
1387,C31,6343,C316343,,West,California,Santa Clara,95051
1388,C33,1387,C331387,,West,California,Santa Clara,95051
1389,C29,2307,C292307,,West,California,Santa Clara,95051
1390,C22,4991,C224991,,West,California,Santa Clara,95051
1391,C24,4694,C244694,,West,California,Santa Clara,95051
1392,C92,5796,C925796,,West,California,Santa Clara,95051
1393,C32,7954,C327954,,Central,Texas,San Marcos,78666
1394,C32,3574,C323574,,Central,Texas,San Marcos,78666
1395,C13,6014,C136014,,Central,Texas,San Marcos,78666
1396,C24,325,C24325,,Central,Texas,San Marcos,78666
1397,C21,3981,C213981,,Central,Texas,San Marcos,78666
1398,C28,3350,C283350,,East,West Virginia,Morgantown,26501
1399,C68,2406,C682406,,East,West Virginia,Morgantown,26501
1400,C49,6393,C496393,,East,West Virginia,Morgantown,26501
1401,C12,5296,C125296,,East,West Virginia,Morgantown,26501
1402,C11,5059,C115059,,West,New Mexico,Roswell,88201
1403,C31,5888,C315888,,West,New Mexico,Roswell,88201
1404,C17,508,C17508,,West,New Mexico,Roswell,88201
1405,C33,6846,C336846,,West,New Mexico,Roswell,88201
1406,C38,7559,C387559,,West,New Mexico,Roswell,88201
1407,C27,6122,C276122,,Central,Texas,Seguin,78155
1408,C30,1894,C301894,,Central,Texas,Seguin,78155
1409,C47,6451,C476451,,Central,Texas,Seguin,78155
1410,C89,4269,C894269,,Central,Texas,Seguin,78155
1411,C29,4999,C294999,,Central,Texas,Seguin,78155
1412,C22,98,C2298,,Central,Texas,Seguin,78155
1413,C62,5736,C625736,,Central,Texas,Sherman,75090
1414,C25,1281,C251281,,Central,Texas,Sherman,75090
1415,C27,5432,C275432,,Central,Texas,Sherman,75090
1416,C12,3578,C123578,,East,West Virginia,Morgantown,26501
1417,C14,4276,C144276,,East,West Virginia,Morgantown,26501
1418,C23,8668,C238668,,West,California,Los Angeles,90008
1419,C11,8349,C118349,,West,California,Los Angeles,90008
1420,C12,5800,C125800,,West,California,Los Angeles,90008
1421,C13,3559,C133559,,West,California,Los Angeles,90008
1422,C10,322,C10322,,West,California,Los Angeles,90008
1423,C40,8592,C408592,,West,California,Los Angeles,90008
1424,C75,8661,C758661,,West,California,Los Angeles,90008
1425,C28,7850,C287850,,West,California,Los Angeles,90008
1426,C33,941,C33941,,West,California,Los Angeles,90008
1427,C12,2866,C122866,,West,California,Los Angeles,90008
1428,C14,372,C14372,,West,California,Los Angeles,90008
1429,C23,1470,C231470,,West,California,Los Angeles,90008
1430,C74,1297,C741297,,West,California,Los Angeles,90008
1431,C28,6611,C286611,,West,California,Los Angeles,90008
1432,C15,5240,C155240,,West,California,Los Angeles,90008
1433,C28,3849,C283849,,West,California,Los Angeles,90008
1434,C12,1156,C121156,,Central,Nebraska,Papillion,68046
1435,C29,9779,C299779,,Central,Nebraska,Papillion,68046
1436,C11,5898,C115898,,West,Utah,Pleasant Grove,84062
1437,C14,2672,C142672,,West,Utah,Pleasant Grove,84062
1438,C23,4140,C234140,,West,Utah,Pleasant Grove,84062
1439,C37,3154,C373154,,West,Utah,Pleasant Grove,84062
1440,C95,4128,C954128,,West,Utah,Pleasant Grove,84062
1441,C20,2349,C202349,,West,Utah,Provo,84604
1442,C21,240,C21240,,West,Utah,Provo,84604
1443,C21,6013,C216013,,West,Utah,Provo,84604
1444,C22,2244,C222244,,West,Utah,Provo,84604
1445,C20,2286,C202286,,West,Utah,Provo,84604
1446,C29,1962,C291962,,West,Utah,Provo,84604
1447,C10,5764,C105764,,West,Utah,Provo,84604
1448,C87,8345,C878345,,West,Utah,Provo,84604
1449,C14,3430,C143430,,West,Utah,Provo,84604
1450,C33,8552,C338552,,Central,Illinois,Oswego,60543
1451,C30,6089,C306089,,Central,Illinois,Palatine,60067
1452,C25,3346,C253346,,Central,Illinois,Palatine,60067
1453,C27,9849,C279849,,Central,Illinois,Palatine,60067
1454,C19,7901,C197901,,Central,Illinois,Palatine,60067
1455,C16,452,C16452,,Central,Illinois,Palatine,60067
1456,C46,3587,C463587,,Central,Illinois,Park Ridge,60068
1457,C29,609,C29609,,Central,Illinois,Waukegan,60087
1458,C28,8544,C288544,,Central,Illinois,Waukegan,60087
1459,C27,5199,C275199,,Central,Illinois,Waukegan,60087
1460,C57,6013,C576013,,Central,Illinois,West Chicago,60185
1461,C17,7280,C177280,,Central,Illinois,West Chicago,60185
1462,C11,9068,C119068,,Central,Illinois,West Chicago,60185
1463,C15,7534,C157534,,Central,Illinois,West Chicago,60185
1464,C45,5212,C455212,,Central,Illinois,West Chicago,60185
1465,C12,8834,C128834,,Central,Texas,Dallas,75081
1466,C33,9085,C339085,,Central,Texas,Dallas,75081
1467,C29,5069,C295069,,Central,Texas,Dallas,75081
1468,C25,7163,C257163,,Central,Texas,Dallas,75081
1469,C71,8508,C718508,,Central,Texas,Dallas,75081
1470,C27,2918,C272918,,Central,Texas,Dallas,75081
1471,C27,6263,C276263,,Central,Texas,Dallas,75081
1472,C96,8730,C968730,,Central,Texas,Dallas,75081
1473,C31,5154,C315154,,Central,Illinois,Wheaton,60187
1474,C14,6738,C146738,,Central,Illinois,Wheaton,60187
1475,C10,3888,C103888,,Central,Illinois,Wheeling,60090
1476,C48,8994,C488994,,Central,Illinois,Wheeling,60090
1477,C82,8471,C828471,,Central,Illinois,Wheeling,60090
1478,C22,2728,C222728,,Central,Illinois,Wheeling,60090
1479,C54,1498,C541498,,Central,Illinois,Wheeling,60090
1480,C19,8322,C198322,,Central,Illinois,Wheeling,60090
1481,C24,8859,C248859,,South,Mississippi,Columbus,39701
1482,C65,7207,C657207,,South,Mississippi,Columbus,39701
1483,C53,5999,C535999,,South,Mississippi,Columbus,39701
1484,C33,949,C33949,,South,Mississippi,Columbus,39701
1485,C22,9071,C229071,,South,Mississippi,Columbus,39701
1486,C52,4104,C524104,,South,Mississippi,Columbus,39701
1487,C33,6350,C336350,,South,Mississippi,Columbus,39701
1488,C19,9509,C199509,,West,Nevada,Carson City,89701
1489,C11,91,C1191,,West,Nevada,Henderson,89015
1490,C21,3844,C213844,,West,Nevada,Henderson,89015
1491,C30,3112,C303112,,West,Nevada,Henderson,89015
1492,C12,1637,C121637,,West,Nevada,Henderson,89015
1493,C12,8876,C128876,,West,Nevada,Henderson,89015
1494,C31,5399,C315399,,West,Nevada,Henderson,89015
1495,C26,1237,C261237,,Central,Illinois,Park Ridge,60068
1496,C13,7153,C137153,,Central,Illinois,Park Ridge,60068
1497,C30,4748,C304748,,Central,Illinois,Park Ridge,60068
1498,C40,3561,C403561,,Central,Illinois,Park Ridge,60068
1499,C30,3302,C303302,,Central,Illinois,Pekin,61554
1500,C15,6273,C156273,,Central,Illinois,Pekin,61554
1501,C20,4724,C204724,,Central,Illinois,Pekin,61554
1502,C16,6800,C166800,,Central,Illinois,Pekin,61554
1503,C13,5204,C135204,,Central,Illinois,Pekin,61554
1504,C99,7987,C997987,,Central,Illinois,Pekin,61554
1505,C26,8054,C268054,,Central,Illinois,Peoria,61604
1506,C21,5196,C215196,,Central,Illinois,Peoria,61604
1507,C89,9218,C899218,,West,California,Pomona,91767
1508,C73,185,C73185,,West,California,Pomona,91767
1509,C88,6153,C886153,,West,California,Pomona,91767
1510,C12,6883,C126883,,West,California,Pomona,91767
1511,C58,2855,C582855,,West,California,Pomona,91767
1512,C32,3917,C323917,,West,California,Pomona,91767
1513,C43,6520,C436520,,West,California,Pomona,91767
1514,C49,3406,C493406,,East,Connecticut,Colchester,6415
1515,C24,135,C24135,,East,Connecticut,Naugatuck,6770
1516,C58,1116,C581116,,East,Connecticut,Seymour,6478
1517,C18,4459,C184459,,East,Maine,Auburn,4210
1518,C22,9051,C229051,,East,Maine,Lewiston,4240
1519,C24,5572,C245572,,East,Maine,Portland,4101
1520,C25,9676,C259676,,East,Massachusetts,Walpole,2032
1521,C28,7764,C287764,,East,Massachusetts,Woburn,1801
1522,C15,9315,C159315,,East,New Hampshire,Concord,3301
1523,C74,7837,C747837,,East,New Hampshire,Concord,3301
1524,C21,4029,C214029,,East,New Jersey,Lindenwold,8021
1525,C17,9057,C179057,,East,New Jersey,North Arlington,7031
1526,C21,1416,C211416,,East,New Jersey,Parsippany,7054
1527,C18,7422,C187422,,East,Vermont,Burlington,5401
1528,C19,1032,C191032,,Central,Illinois,Wheeling,60090
1529,C11,4902,C114902,,Central,Illinois,Wilmette,60091
1530,C22,5306,C225306,,Central,Illinois,Wilmette,60091
1531,C31,413,C31413,,Central,Illinois,Wilmette,60091
1532,C24,5745,C245745,,Central,Illinois,Wilmette,60091
1533,C17,2646,C172646,,Central,Illinois,Wilmette,60091
1534,C21,8079,C218079,,Central,Illinois,Wilmette,60091
1535,C29,5505,C295505,,Central,Illinois,Wilmette,60091
1536,C16,9406,C169406,,Central,Illinois,Woodridge,60517
1537,C58,8455,C588455,,Central,Illinois,Woodridge,60517
1538,C14,1530,C141530,,Central,Illinois,Woodridge,60517
1539,C12,1976,C121976,,Central,Illinois,Woodridge,60517
1540,C24,6503,C246503,,Central,Illinois,Woodridge,60517
1541,C33,8690,C338690,,Central,Illinois,Woodridge,60517
1542,C20,7320,C207320,,Central,Illinois,Woodridge,60517
1543,C94,9760,C949760,,Central,Indiana,Anderson,46016
1544,C49,2890,C492890,,Central,Indiana,Anderson,46016
1545,C47,6125,C476125,,Central,Indiana,Anderson,46016
1546,C28,881,C28881,,Central,Indiana,Anderson,46016
1547,C21,1626,C211626,,Central,Indiana,Anderson,46016
1548,C80,4869,C804869,,Central,Indiana,Anderson,46016
1549,C19,8180,C198180,,Central,Indiana,Bloomington,47401
1550,C16,512,C16512,,Central,Indiana,Bloomington,47401
1551,C19,2871,C192871,,Central,Indiana,Bloomington,47401
1552,C30,1754,C301754,,Central,Indiana,Bloomington,47401
1553,C19,313,C19313,,Central,Indiana,Carmel,46032
1554,C16,2841,C162841,,Central,Indiana,Carmel,46032
1555,C25,1203,C251203,,Central,Indiana,Carmel,46032
1556,C29,632,C29632,,Central,Indiana,Columbus,47201
1557,C22,6593,C226593,,Central,Indiana,Columbus,47201
1558,C15,9886,C159886,,Central,Indiana,Columbus,47201
1559,C12,3618,C123618,,Central,Indiana,Columbus,47201
1560,C62,2329,C622329,,Central,Indiana,Columbus,47201
1561,C74,518,C74518,,East,Maryland,Randallstown,21133
1562,C16,4046,C164046,,East,Maryland,Reisterstown,21136
1563,C72,2003,C722003,,East,Maryland,Reisterstown,21136
1564,C12,2254,C122254,,East,Maryland,Reisterstown,21136
1565,C83,3832,C833832,,West,Colorado,Parker,80134
1566,C34,5828,C345828,,West,Colorado,Parker,80134
1567,C33,4097,C334097,,West,Colorado,Parker,80134
